customer_id,full_name,gender,city,pet_preferences,date_of_birth,state
404,Gare Bonnesen,Male,Los Angeles,Dog,1993-08-19,CA
405,Aksel Bamlet,Male,Irvine,Cat,1995-08-18,CA
406,Anabal Dangerfield,Female,San Diego,Dog,1986-03-11,CA
407,Cindy Ewebank,Female,Long Beach,Dog,1986-03-27,CA
408,Meridith Denidge,Female,Oakland,Cat,1969-11-06,CA
409,Milissent Duigenan,Female,Fresno,Dog,2001-10-20,CA
410,Daron Beadman,Male,Irvine,Cat,1994-04-21,CA
411,Martin Rosario,Male,San Francisco,,1968-01-30,CA
412,Spense Parram,Male,Irvine,Dog,1966-02-18,CA
413,Peria Housbey,Female,Long Beach,,1956-01-31,CA
414,Lincoln McLaughlin,Male,Irvine,Dog,1974-01-07,CA
415,Ned Jovanovic,Male,Oakland,,1989-06-17,CA
416,Ronnie Mertin,Female,Fresno,,1958-04-03,CA
417,Doralynn Semaine,Female,Long Beach,Dog,1983-12-24,CA
418,Tera Raybould,Female,San Diego,Exotic,1955-12-13,CA
419,Grace Sexon,Female,Irvine,,2000-12-29,CA
420,Gennifer Sambeck,Female,Bakersfield,Exotic,1985-01-20,CA
421,Kesley Silvester,Female,Irvine,Cat,1972-07-20,CA
422,Delcina Markus,Female,Oakland,Cat,1970-08-28,CA
423,Ringo Salvin,Male,San Francisco,Dog,1956-12-19,CA
424,Krystyna Benmore,Female,San Francisco,Dog,1994-11-20,CA
425,Thomas Cleife,Male,Long Beach,Dog,1962-03-18,CA
426,Burg Hamshar,Male,San Francisco,Cat,2002-11-14,CA
427,Lem Lowson,Male,Irvine,Cat,1970-05-20,CA
428,Lynnea Dumbar,Female,Long Beach,,1989-10-12,CA
429,Dallis Pohlke,Male,Oakland,Dog,1959-11-10,CA
430,Ardine Cutbush,Female,Fresno,Cat,1973-08-31,CA
431,Rickey Harrower,Male,Bakersfield,Cat,1995-03-11,CA
432,Shirline Grebner,Female,San Diego,Cat,1955-03-17,CA
433,Hill Ferrer,Male,Irvine,No Preference,2005-08-06,CA
434,Gabbie Fosdick,Female,Sacramento,Small Pets,1994-01-12,CA
435,Lyda Hogsden,Female,Fresno,Dog,1991-12-08,CA
436,Marinna Scarlin,Female,Bakersfield,Cat,1963-09-26,CA
437,Kennedy Lowde,Male,Bakersfield,Dog,1990-01-09,CA
438,Dunc Purselow,Male,Sacramento,Dog,1980-01-18,CA
439,Rahel Rosenzveig,Female,Irvine,Dog,1962-08-05,CA
440,Barris Pimmocke,Male,Fresno,Dog,2004-10-30,CA
441,Lewiss Normington,Male,San Francisco,Dog,2003-12-01,CA
442,Alyse Gilbanks,Female,Fresno,Dog,1990-10-08,CA
443,Clementius Devo,Male,San Diego,Exotic,1966-12-07,CA
444,Aeriela Olver,Female,Irvine,Farm Animals,1995-12-24,CA
445,Gerda Gordge,Female,Irvine,Dog,1996-08-01,CA
446,Yorgos Berridge,Male,Los Angeles,Dog,1982-03-14,CA
447,Candice Baudacci,Female,Irvine,Cat,1969-05-25,CA
448,Joane Filippyev,Female,Fresno,Dog,1982-03-20,CA
449,Trey Cluse,Male,Santa Barbara,Exotic,1976-09-03,CA
450,Galvan Dunnet,Male,Sacramento,Dog,1995-07-09,CA
451,Lucinda Gisburn,Female,Fresno,Dog,1970-08-12,CA
452,Clair Kenwood,Male,Irvine,Aquatic Pets,1994-05-31,CA
453,Rodi Ferrarello,Female,Sacramento,Exotic,2004-04-18,CA
454,Lock Dowman,Male,Sacramento,Dog,1977-04-15,CA
455,Essa Gundry,Female,Long Beach,Dog,1993-03-20,CA
456,Abbie Relton,Female,Santa Barbara,Dog,1989-05-14,CA
457,Delilah Cassels,Female,Fresno,Cat,1992-12-10,CA
458,Ravid Bartolomivis,Male,Irvine,No Preference,1995-03-27,CA
459,Reynold Hellis,Male,Irvine,Dog,2004-09-10,CA
460,Berti Fesby,Male,San Francisco,No Preference,1993-11-09,CA
461,Fionna Ciccarelli,Female,San Francisco,Dog,1996-07-20,CA
462,Yehudit Vidler,Male,Los Angeles,No Preference,1957-01-24,CA
463,Ardis Bielefeld,Female,Santa Barbara,Cat,2002-01-14,CA
464,Frederique Rapelli,Female,Irvine,Cat,1970-09-04,CA
465,Johnathan Farish,Male,Los Angeles,Cat,1981-09-30,CA
466,Jany Pryn,Female,Oakland,Cat,2004-01-07,CA
467,Alexei St. Hill,Male,Santa Barbara,Cat,1960-04-28,CA
468,Trumann Hardingham,Male,Irvine,No Preference,1970-10-24,CA
469,Brinn Muzzi,Female,Los Angeles,Cat,1979-09-12,CA
470,Erek Gonzales,Male,Sacramento,Cat,1973-05-31,CA
471,Hamil Ockwell,Male,Santa Barbara,Cat,1973-07-31,CA
472,Brandtr Batalini,Male,Fresno,Cat,1970-06-08,CA
473,Glad Esler,Female,Santa Barbara,Farm Animals,1991-10-20,CA
474,Bartholomeus Roxbee,Male,Fresno,Dog,1980-09-29,CA
475,Hebert Gurney,Male,Sacramento,Cat,1963-06-04,CA
476,Aimee Tipens,Female,Fresno,Cat,1960-09-30,CA
477,Erinna Sibly,Female,Fresno,Dog,1977-10-13,CA
478,Robbie Raulstone,Male,Long Beach,No Preference,1982-02-09,CA
479,Leela Dwelley,Female,Long Beach,Dog,1962-10-24,CA
480,Kathye Damant,Female,Irvine,Dog,1973-02-02,CA
481,Boy Pickerin,Male,Oakland,Cat,1998-09-18,CA
482,Dick Rymill,Male,San Francisco,Dog,1964-07-21,CA
483,Sholom Feares,Male,Los Angeles,No Preference,1964-03-16,CA
484,Thatcher Bilham,Male,Sacramento,Small Pets,1988-09-09,CA
485,Stafani Sheddan,Female,Sacramento,No Preference,1997-11-09,CA
486,Northrop Jorden,Male,San Diego,Cat,1966-02-16,CA
487,Robinet Lawlance,Male,Bakersfield,Small Pets,1971-07-24,CA
488,Susi Found,Female,Oakland,Dog,2005-04-18,CA
489,Inger Brunton,Male,San Francisco,Dog,1965-02-21,CA
490,Rosaleen Georg,Female,Oakland,Cat,1965-09-19,CA
491,Jenda Sealy,Female,Sacramento,Dog,1996-11-17,CA
492,Jazmin Schumacher,Female,San Diego,Dog,2002-07-02,CA
493,Nelia Audiss,Female,Irvine,Exotic,1988-08-31,CA
494,Paolo Arne,Male,Bakersfield,Cat,1989-04-19,CA
495,Alaster Sargeant,Male,San Francisco,Dog,1973-05-14,CA
496,Mignonne Cottle,Female,Sacramento,Dog,1971-07-19,CA
497,Andreas Hindmoor,Male,Santa Barbara,Exotic,1981-09-20,CA
498,Cosmo Niset,Male,Fresno,Dog,2002-12-21,CA
499,Shannen Triggol,Female,San Francisco,Cat,1989-10-15,CA
500,Rey Bottoms,Male,San Francisco,Dog,1991-03-01,CA
501,Dane Shanahan,Male,Los Angeles,Exotic,1958-09-08,CA
502,Derk Caddy,Male,Sacramento,Cat,1959-08-02,CA
503,Nolly Hurcombe,Male,Fresno,Small Pets,1969-03-03,CA
504,Alice Congrave,Female,San Diego,Cat,2003-02-28,CA
505,Bartholomeo Statersfield,Male,San Diego,Dog,2002-08-24,CA
506,Hailey Keyte,Male,San Francisco,Dog,1981-09-01,CA
507,Mervin Gadsdon,Male,Santa Barbara,Cat,1979-09-15,CA
508,Ted Hartell,Male,Bakersfield,Cat,1981-02-22,CA
509,Bail Siman,Male,Sacramento,Dog,1994-07-25,CA
510,Pattie Markie,Female,Los Angeles,Cat,1986-04-18,CA
511,Suzann Joddins,Female,Sacramento,Exotic,1970-07-02,CA
512,Felipe Goaks,Male,Oakland,Cat,1980-07-05,CA
513,Yankee Jamieson,Male,Sacramento,Cat,1959-09-03,CA
514,Brandyn Peschet,Male,Bakersfield,Farm Animals,1967-08-15,CA
515,Free Deeley,Male,Santa Barbara,Cat,1959-08-30,CA
516,Lilia Soreau,Female,Los Angeles,No Preference,1977-07-24,CA
517,Kara Foxen,Female,Sacramento,Cat,1993-03-17,CA
518,Dario Ugoni,Male,Los Angeles,Farm Animals,1957-11-01,CA
519,Faina Mayou,Female,Irvine,Cat,1958-07-07,CA
520,Junia Taffrey,Female,Long Beach,Farm Animals,1987-08-27,CA
521,Aurie Croan,Female,San Francisco,Cat,1979-06-10,CA
522,Giulia Longworthy,Female,Los Angeles,Cat,1960-11-18,CA
523,Lebbie Petkov,Female,Los Angeles,Cat,1986-06-24,CA
524,Mervin Divell,Male,Irvine,Dog,2003-03-26,CA
525,Madelena Hammant,Female,Sacramento,No Preference,1955-10-31,CA
526,Davina Goschalk,Female,Long Beach,Dog,1979-05-14,CA
527,Evyn Greatorex,Male,Bakersfield,Cat,1971-11-24,CA
528,Serena Tinsey,Female,San Francisco,Cat,1995-08-07,CA
529,Danika Hatliff,Female,Oakland,Cat,1965-03-15,CA
530,Anders Orwin,Male,Sacramento,,1979-03-20,CA
531,Fredia MacAndrew,Female,Sacramento,Cat,1973-05-28,CA
532,Isidor Onge,Male,Fresno,Cat,1986-02-04,CA
533,Justinian Kilshall,Male,San Francisco,Dog,1987-06-30,CA
534,Marci Fautly,Female,Bakersfield,Cat,1993-07-30,CA
535,Zaria Mauchline,Female,Bakersfield,Cat,1967-11-21,CA
536,Bernardine O'Codihie,Female,Los Angeles,Dog,2005-01-15,CA
537,Mano Parkyns,Male,San Diego,Dog,1992-03-09,CA
538,Phillipe Cadden,Male,San Francisco,Farm Animals,2004-06-08,CA
539,Wait Jimmes,Male,Irvine,Small Pets,1976-04-02,CA
540,Bridgette D'Onise,Female,Irvine,Cat,1967-03-20,CA
541,Weider MacLaig,Male,Oakland,Dog,1969-04-09,CA
542,Austin Clethro,Male,San Francisco,No Preference,1995-01-31,CA
543,Way Wasylkiewicz,Male,Los Angeles,,1965-08-27,CA
544,Sharia Decayette,Female,Irvine,Dog,1984-05-11,CA
545,Jermayne Raddish,Male,San Francisco,Dog,1977-10-22,CA
546,Mort Waything,Male,Los Angeles,Exotic,1961-11-16,CA
547,Aguste Riches,Male,San Francisco,Cat,1994-08-07,CA
548,Nora Coull,Female,San Francisco,Dog,1981-02-23,CA
549,Kimberley Habben,Female,San Francisco,,1965-06-19,CA
550,Brooks Oury,Male,Los Angeles,Dog,1982-03-03,CA
551,Conroy Pikesley,Male,Los Angeles,No Preference,1966-05-14,CA
552,Ulrika Grix,Female,Long Beach,Cat,1995-02-19,CA
553,Lianna Cundict,Female,Sacramento,Dog,1955-06-28,CA
554,Penelopa Tonbridge,Female,Fresno,Dog,1967-02-15,CA
555,Carr Tibbetts,Male,San Francisco,Dog,2001-11-11,CA
556,Clare Mateuszczyk,Male,San Diego,Cat,1957-09-25,CA
557,Leonhard Sibbet,Male,Oakland,Dog,1956-05-14,CA
558,Jackie Elrick,Male,Los Angeles,Small Pets,1969-10-05,CA
559,Fritz Dymick,Male,Oakland,Cat,1998-05-07,CA
560,Bevvy Ronci,Female,Oakland,Exotic,1984-05-31,CA
561,Jean Beardwood,Female,Oakland,Dog,1967-02-27,CA
562,Milissent Dulake,Female,Irvine,Cat,1971-01-23,CA
563,Urban Bartolozzi,Male,Irvine,Cat,1978-10-28,CA
564,Christoforo Poundford,Male,Los Angeles,Aquatic Pets,2005-05-10,CA
565,Ignaz O'Shields,Male,Long Beach,Cat,1985-06-10,CA
566,Lorens Elbourne,Male,Bakersfield,Cat,1983-03-20,CA
567,Ranique Molines,Female,Los Angeles,Cat,1964-05-04,CA
568,Lesley Craise,Female,Sacramento,Dog,1986-11-10,CA
569,Jasun Oxlee,Male,San Francisco,,1998-10-31,CA
570,Tracy Marieton,Female,Fresno,,1997-09-28,CA
571,Garfield Piner,Male,San Francisco,Exotic,1979-08-30,CA
572,Abran Cellier,Male,San Diego,Cat,2004-03-27,CA
573,Lamar McCurtain,Male,Fresno,Dog,1986-12-06,CA
574,Coleman Armytage,Male,Sacramento,Dog,1991-09-23,CA
575,Prudy Coutthart,Female,Irvine,Dog,1993-02-02,CA
576,Verla Wotherspoon,Female,Santa Barbara,Cat,1992-09-08,CA
577,Jacklin Dole,Female,San Diego,Cat,1959-03-04,CA
578,Ignatius Dymoke,Male,Irvine,Cat,1957-02-16,CA
579,Beulah Pfleger,Female,San Francisco,Cat,1983-04-19,CA
580,Kailey Gozard,Female,Irvine,Dog,1986-06-13,CA
581,Faye Armitage,Female,Fresno,Cat,1989-07-21,CA
582,Bartie Cosgreave,Male,Bakersfield,Cat,1972-01-13,CA
583,Maureen Rembrant,Female,Long Beach,Dog,1989-06-25,CA
584,Hebert Spenley,Male,Oakland,Dog,1981-10-24,CA
585,Paulie Cino,Female,Long Beach,Cat,2003-06-08,CA
586,Wilhelm Darter,Male,Los Angeles,No Preference,1973-03-20,CA
587,Leroy Tole,Male,Fresno,Exotic,1991-09-13,CA
588,Carola Normavill,Female,San Francisco,Dog,1988-02-15,CA
589,Bartholomeus Errey,Male,San Francisco,Cat,1971-11-08,CA
590,Jayme Caw,Male,Los Angeles,Dog,1998-10-15,CA
591,Brett Aikin,Male,Santa Barbara,Exotic,2005-08-09,CA
592,Lorilee Shemmin,Female,Long Beach,Cat,1983-12-25,CA
593,Ellynn Daud,Female,San Francisco,Cat,2002-07-05,CA
594,Montgomery Febry,Male,San Francisco,Farm Animals,1957-09-23,CA
595,Clea Alvarado,Female,Los Angeles,Cat,1983-01-26,CA
596,Ernestus Elstow,Male,San Francisco,Dog,2004-05-09,CA
597,Elly Bromby,Female,Oakland,Cat,1986-05-13,CA
598,Dorise Vassman,Female,San Diego,Cat,1998-08-08,CA
599,Bonnie Pinckstone,Female,Sacramento,Cat,1981-07-05,CA
600,Katusha Cotgrove,Female,Sacramento,Dog,1967-01-25,CA
601,Basilius Wemyss,Male,Santa Barbara,Dog,1994-11-17,CA
602,Trace Realff,Male,Long Beach,Cat,1984-12-12,CA
603,Tallie Woodall,Female,San Diego,Cat,1996-01-16,CA
604,Randa Litchmore,Female,San Diego,,1990-02-21,CA
605,Asia Simonite,Female,Oakland,Cat,1985-04-19,CA
606,Gill Brownfield,Female,Bakersfield,Cat,1986-05-07,CA
607,Claudius Shatliffe,Male,Oakland,Cat,1986-08-03,CA
608,Cesar Dellit,Male,San Francisco,Cat,2002-06-19,CA
609,Shani McNelly,Female,Sacramento,Cat,1983-07-14,CA
610,Antonetta Imore,Female,Fresno,Dog,1991-05-01,CA
611,Nert Bruhnsen,Female,Fresno,Dog,2002-02-04,CA
612,Lyn Lars,Female,Irvine,,1970-04-08,CA
613,Brewster Hesse,Male,San Diego,,1974-12-07,CA
614,Kaitlyn Berecloth,Female,Los Angeles,Cat,2000-09-08,CA
615,Denyse Titchard,Female,Los Angeles,Cat,1960-07-18,CA
616,Jehanna Olczak,Female,Long Beach,Dog,1959-08-19,CA
617,Rhona Gowans,Female,Sacramento,,1977-10-02,CA
618,Gunner Hugnin,Male,Los Angeles,Cat,1957-08-03,CA
619,Yurik Huson,Male,Bakersfield,Cat,1995-04-12,CA
620,Kerwinn Cowap,Male,Santa Barbara,Small Pets,1957-05-24,CA
621,Nixie Moland,Female,Bakersfield,Dog,2002-06-18,CA
622,Wright Wharton,Male,Irvine,No Preference,1976-05-08,CA
623,Albert MacTrusty,Male,Oakland,Cat,1999-01-13,CA
624,Celia Dechelle,Female,Fresno,Cat,1959-05-01,CA
625,Doreen Yateman,Female,Long Beach,Exotic,1976-05-17,CA
626,Sonnie Hehl,Female,Fresno,Dog,1967-07-10,CA
627,Kingsly Scotsbrook,Male,Santa Barbara,Cat,1999-10-07,CA
628,Madelina Blockey,Female,Bakersfield,,1961-07-25,CA
629,Deena Delucia,Female,Sacramento,Dog,1955-11-27,CA
630,Tallie Pedican,Female,Long Beach,Cat,1968-02-18,CA
631,Raffarty Sumnall,Male,San Diego,Cat,1982-10-20,CA
632,Viki Yeiles,Female,San Francisco,Cat,1991-10-11,CA
633,Marleen Sawle,Female,Irvine,Dog,1965-09-16,CA
634,Gregg Pashen,Male,Bakersfield,Dog,1997-05-16,CA
635,Brianne De Freitas,Female,Bakersfield,Cat,1990-08-04,CA
636,Chaim Glyn,Male,Long Beach,Cat,1981-10-11,CA
637,Betta Starrs,Female,Santa Barbara,Dog,1988-03-31,CA
638,Scottie Mawdsley,Male,Oakland,Cat,1955-09-22,CA
639,Helenelizabeth Carloni,Female,Long Beach,No Preference,1984-06-12,CA
640,Max Aldis,Female,Long Beach,Cat,1977-01-31,CA
641,Bessie Houldin,Female,Santa Barbara,Cat,1990-07-31,CA
642,Conny Lintill,Female,San Diego,No Preference,1958-06-29,CA
643,Carl Deegan,Male,Bakersfield,Dog,2003-08-12,CA
644,Morna Baston,Female,Bakersfield,Farm Animals,1968-11-05,CA
645,Hall Simoncello,Male,San Diego,Dog,1986-02-15,CA
646,Egan Walthew,Male,Fresno,Cat,1956-03-08,CA
647,Dynah Coldbath,Female,Bakersfield,Dog,1965-06-26,CA
648,Rodie Dalby,Female,Oakland,Cat,1970-06-21,CA
649,Armin Craise,Male,Los Angeles,Cat,2000-11-13,CA
650,Alfie Cottem,Male,Los Angeles,Dog,1968-03-29,CA
651,Ivory Geertsen,Female,San Francisco,Cat,1987-09-08,CA
652,Northrup Catt,Male,Fresno,Exotic,1962-11-20,CA
653,Rycca Huckerbe,Female,Oakland,Cat,1961-10-13,CA
654,Amerigo Cowthart,Male,Bakersfield,Cat,1969-12-13,CA
655,Bondie Mattam,Male,San Diego,Cat,1992-07-03,CA
656,Dorisa Jindrich,Female,Fresno,Dog,2005-10-26,CA
657,Morgen Yearron,Female,Santa Barbara,No Preference,1959-09-01,CA
658,Vita Sign,Female,San Diego,Small Pets,1970-03-08,CA
659,Neron Rzehorz,Male,San Diego,Exotic,1971-06-26,CA
660,Charis Start,Female,Santa Barbara,Cat,2003-11-09,CA
661,Suzanne Parkins,Female,San Diego,Cat,1967-05-28,CA
662,Vinson Garter,Male,Oakland,Dog,1996-05-21,CA
663,Gibb MacGoun,Male,Bakersfield,Dog,1996-04-28,CA
664,Clay Waiton,Male,Bakersfield,Dog,1955-02-28,CA
665,Romain Levison,Male,Oakland,Cat,2003-11-03,CA
666,Augy Schellig,Male,San Diego,Cat,1959-03-29,CA
667,Sascha Slimon,Female,San Diego,Cat,2001-10-12,CA
668,Arabel Krolle,Female,Fresno,Cat,1968-08-11,CA
669,Charlot Hoff,Female,San Diego,Cat,1983-09-02,CA
670,Gian Venediktov,Male,Oakland,No Preference,1979-04-02,CA
671,Scott McCobb,Male,San Diego,Cat,1994-03-22,CA
672,Tandie Cavy,Female,Bakersfield,Exotic,1997-07-06,CA
673,Marietta Garmans,Female,San Francisco,Cat,1965-11-27,CA
674,Scottie Dominguez,Male,Los Angeles,No Preference,1972-03-01,CA
675,Gibby Dwerryhouse,Male,Long Beach,Dog,1961-03-24,CA
676,Carline O'Loughnan,Female,Santa Barbara,Cat,1973-08-30,CA
677,Ilyssa Midlar,Female,Irvine,Cat,1977-02-11,CA
678,Elayne Blunden,Female,Santa Barbara,,1966-08-16,CA
679,Starla Anear,Female,Bakersfield,Farm Animals,1998-01-02,CA
680,Tye Udall,Male,San Diego,Dog,1961-09-19,CA
681,Antonella Sanper,Female,San Francisco,Cat,1993-10-25,CA
682,Benedetto Glasspool,Male,Sacramento,Dog,1990-10-19,CA
683,Shane Guiver,Female,Irvine,Dog,1983-03-07,CA
684,Electra Enser,Female,Long Beach,Dog,2001-09-18,CA
685,Whittaker Capaldi,Male,San Diego,Aquatic Pets,1983-06-29,CA
686,Genna Denisevich,Female,San Diego,Dog,1962-03-07,CA
687,Candida Feldbaum,Female,Santa Barbara,Cat,1975-01-13,CA
688,Kahlil McMichael,Male,Oakland,No Preference,1989-12-15,CA
689,Royce Smidmore,Male,Long Beach,Farm Animals,1970-11-04,CA
690,Myrtice Rayer,Female,Oakland,Cat,1960-12-10,CA
691,Donall Colquit,Male,San Diego,Small Pets,1970-03-29,CA
692,Sara-ann Mucklestone,Female,San Diego,Cat,1973-05-04,CA
693,Waverly Bromilow,Male,Oakland,Dog,1967-07-18,CA
694,Angie Tanfield,Female,Bakersfield,Cat,1958-10-05,CA
695,Penelopa Fforde,Female,Oakland,Dog,1994-07-11,CA
696,Mikel Corbet,Male,Santa Barbara,Cat,1981-07-20,CA
697,Tarrance Jaqueminet,Male,Santa Barbara,Cat,1958-10-17,CA
698,Ashlen Coath,Female,Long Beach,Small Pets,1977-10-19,CA
699,Cordey Abramski,Female,Bakersfield,Dog,1995-09-25,CA
700,Gery Rickett,Male,Los Angeles,Dog,1981-12-15,CA
701,Suzanna Grunder,Female,Oakland,Cat,1962-01-11,CA
702,Marylynne MacNeish,Female,Fresno,Dog,1992-07-03,CA
703,Desiree Juschka,Female,Los Angeles,Small Pets,1969-09-13,CA
704,Tiler Brownscombe,Male,Los Angeles,Dog,1964-10-31,CA
705,Lorie Peiser,Female,San Francisco,Exotic,1965-05-31,CA
706,Manuel Loraine,Male,Santa Barbara,Cat,1983-03-28,CA
707,Oliviero Ryles,Male,Irvine,Cat,1966-09-23,CA
708,Otes Pollins,Male,Long Beach,Dog,1974-05-23,CA
709,Gabrielle Dyhouse,Female,Oakland,Dog,1987-09-12,CA
710,Koenraad Smurfitt,Male,Long Beach,Dog,1983-09-29,CA
711,Joceline Rushbrook,Female,Fresno,Cat,1994-04-19,CA
712,Thornie Holbury,Male,Sacramento,Small Pets,1961-10-05,CA
713,Cointon Node,Male,Sacramento,Dog,1992-02-02,CA
714,Isabelle Samweyes,Female,San Diego,Dog,1985-10-11,CA
715,Lazar Yablsley,Male,Los Angeles,Exotic,2002-07-16,CA
716,Andreana Duffree,Female,San Diego,Dog,1961-01-24,CA
717,Udale McGonigle,Male,Sacramento,Dog,1987-01-10,CA
718,Morgen Franies,Female,Bakersfield,Cat,1977-09-11,CA
719,Leonard Juliff,Male,Sacramento,Cat,2003-11-08,CA
720,Abie Clougher,Male,Irvine,Dog,1976-06-05,CA
721,Staford Royson,Male,San Diego,Dog,1973-11-20,CA
722,Klara Josovitz,Female,Oakland,Cat,1979-08-15,CA
723,Lida Giacopelo,Female,Bakersfield,Dog,1972-07-21,CA
724,Simonette Zumbusch,Female,Sacramento,Cat,1965-04-12,CA
725,Archer Eykelhof,Male,Long Beach,Cat,1969-01-04,CA
726,Baily Kain,Male,San Francisco,No Preference,1991-01-24,CA
727,Flor I'anson,Female,Fresno,,1979-05-07,CA
728,Harland Piquard,Male,Sacramento,Dog,1975-10-16,CA
729,Camel Mulliss,Female,Sacramento,Dog,2005-07-17,CA
730,Lorette Spinella,Female,San Diego,Dog,1988-08-20,CA
731,Mona Jerrand,Female,Sacramento,,1987-04-28,CA
732,Alastair Gelland,Male,Long Beach,Dog,1988-09-20,CA
733,Betty Thorley,Female,Long Beach,Dog,1986-02-27,CA
734,Joshua Pickerin,Male,Fresno,No Preference,1987-06-13,CA
735,Clari Pashler,Female,Oakland,Dog,2005-06-01,CA
736,Elfrieda Gettings,Female,San Diego,Cat,1960-11-01,CA
737,Gretna Cicco,Female,San Francisco,Dog,1959-11-26,CA
738,Elora Mayell,Female,Santa Barbara,Cat,2005-01-19,CA
739,Obadiah Roderham,Male,Fresno,,1972-07-26,CA
740,Melony Cristofalo,Female,Santa Barbara,Dog,1977-06-09,CA
741,Cameron Bento,Male,San Francisco,,1977-06-14,CA
742,Boote People,Male,Irvine,Dog,1964-10-07,CA
743,Freddie Gives,Male,Bakersfield,Dog,1981-12-23,CA
744,Carmine Baggally,Female,San Francisco,Dog,1980-12-25,CA
745,Haily Ianiello,Male,Bakersfield,Cat,1987-04-18,CA
746,Gaultiero Rudledge,Male,Long Beach,Cat,1964-07-28,CA
747,Dannie Fibbitts,Male,Santa Barbara,Cat,1992-06-05,CA
748,Galven Chadd,Male,Bakersfield,,1969-07-10,CA
749,Caitrin Attiwill,Female,San Francisco,Cat,1985-06-29,CA
750,Gerladina Bustin,Female,Los Angeles,Dog,1993-03-26,CA
751,Karilynn Kolushev,Female,Santa Barbara,Cat,1984-04-08,CA
752,Niccolo Duckhouse,Male,Sacramento,Dog,1966-10-11,CA
753,Rebbecca Pudsey,Female,Bakersfield,No Preference,1996-06-01,CA
754,Arnaldo Abrahamsen,Male,Bakersfield,Exotic,1978-10-12,CA
755,Howard Murdy,Male,Irvine,Dog,1994-02-11,CA
756,Vassili Dunton,Male,Los Angeles,Dog,1992-11-13,CA
757,Jacki Sudran,Female,Bakersfield,Cat,1963-06-02,CA
758,Nickola Torrisi,Male,Bakersfield,Small Pets,1984-11-17,CA
759,Anica Durker,Female,Santa Barbara,Dog,1995-09-16,CA
760,Fons Upshall,Male,Fresno,Cat,1972-07-01,CA
761,Chickie Gristwood,Female,Los Angeles,Cat,1962-03-06,CA
762,Paulie Byneth,Female,Sacramento,Cat,2005-06-19,CA
763,Wally Ply,Male,Santa Barbara,Dog,1967-09-01,CA
764,Carmencita Hallgath,Female,San Diego,No Preference,1971-10-05,CA
765,Pippy Wayland,Female,San Francisco,Dog,1964-10-11,CA
766,Hieronymus Waggitt,Male,Oakland,Dog,1962-02-16,CA
767,Averyl Berntssen,Female,Long Beach,Cat,1974-01-13,CA
768,Maje MacSharry,Male,Los Angeles,,1970-07-21,CA
769,Gayle Orrocks,Male,San Diego,Cat,1998-09-04,CA
770,Allayne Tant,Male,San Diego,,1986-05-04,CA
771,Micky Rochelle,Female,Sacramento,Dog,1995-07-14,CA
772,Rivalee Clyde,Female,Oakland,Dog,1999-04-03,CA
773,Hanny Gomar,Female,Bakersfield,Exotic,1978-01-30,CA
774,Darren Liger,Male,Sacramento,Dog,1963-06-30,CA
775,Olivier Prime,Male,San Francisco,Cat,1974-05-11,CA
776,Matt Ekell,Male,Oakland,,1958-11-29,CA
777,Jeri Dibsdale,Female,Sacramento,Cat,1993-02-01,CA
778,Orsa Brookzie,Female,Santa Barbara,Cat,1966-04-04,CA
779,Florina Anthoine,Female,Sacramento,Exotic,1962-11-12,CA
780,Leonid Odam,Male,San Francisco,Dog,1959-11-14,CA
781,Erny Walwood,Male,Santa Barbara,Dog,1985-07-23,CA
782,Rodolph Harcase,Male,Oakland,Dog,1960-03-02,CA
783,Matthieu Meineck,Male,Santa Barbara,Exotic,1955-05-23,CA
784,Gillan Kissick,Female,Oakland,Cat,1964-01-09,CA
785,Mab Petschelt,Female,Irvine,Dog,1967-01-28,CA
786,Nikolaus Bettison,Male,Sacramento,Dog,2004-06-16,CA
787,Ole Elwyn,Male,San Diego,Dog,1964-12-13,CA
788,Alfy Ugolini,Male,San Diego,Dog,2000-11-01,CA
789,Courtnay Langmuir,Female,Fresno,Dog,1962-09-30,CA
790,Fabiano Pegden,Male,Oakland,Cat,1956-07-07,CA
791,Hersh Summerrell,Male,Long Beach,Cat,1989-08-13,CA
792,Ardis Southgate,Female,Santa Barbara,Aquatic Pets,1998-04-25,CA
793,Reynard Darrell,Male,Oakland,Dog,1959-07-22,CA
794,Rube Twycross,Male,Oakland,Cat,1973-06-23,CA
795,Ulysses Eshmade,Male,San Diego,No Preference,1965-06-22,CA
796,Barney McOrkil,Male,Fresno,,2002-02-24,CA
797,Meier Mackness,Male,Los Angeles,Dog,1961-04-19,CA
798,Bernita Marvelley,Female,Santa Barbara,Dog,1983-12-03,CA
799,Andras Gouch,Male,Santa Barbara,Cat,1963-02-24,CA
800,Neysa Linn,Female,Long Beach,Exotic,1972-03-12,CA
801,Ranee Mattaus,Female,Bakersfield,Dog,1974-11-11,CA
802,Kalvin Font,Male,Santa Barbara,,1958-02-02,CA
803,Emmalynn Petrowsky,Female,Bakersfield,Dog,1958-04-07,CA
804,Melesa Gosforth,Female,Fresno,Dog,1985-02-08,CA
805,Balduin Kingzeth,Male,Sacramento,Small Pets,1966-09-28,CA
806,Virgilio McDavid,Male,Long Beach,Cat,1999-01-31,CA
807,Clarabelle Winwood,Female,Long Beach,Dog,1959-09-14,CA
808,Ellie Creggan,Female,San Francisco,Cat,1974-09-14,CA
